States,Cancer Sites,Age Groups,Sex,Sex Code,Year,Count
Missouri,Lung and Bronchus,40-44 years,Female,F,2008,29
Missouri,Lung and Bronchus,40-44 years,Female,F,2009,34
Missouri,Lung and Bronchus,40-44 years,Female,F,2010,19
Missouri,Lung and Bronchus,40-44 years,Female,F,2011,18
Missouri,Lung and Bronchus,40-44 years,Female,F,2012,22
Missouri,Lung and Bronchus,40-44 years,Female,F,2013,27
Missouri,Lung and Bronchus,40-44 years,Female,F,2014,18
Missouri,Lung and Bronchus,40-44 years,Male,M,2000,39
Missouri,Lung and Bronchus,40-44 years,Male,M,2001,47
Missouri,Lung and Bronchus,40-44 years,Male,M,2002,36
Missouri,Lung and Bronchus,40-44 years,Male,M,2003,47
Missouri,Lung and Bronchus,40-44 years,Male,M,2004,44
Missouri,Lung and Bronchus,40-44 years,Male,M,2005,42
Missouri,Lung and Bronchus,40-44 years,Male,M,2006,32
Missouri,Lung and Bronchus,40-44 years,Male,M,2007,27
Missouri,Lung and Bronchus,40-44 years,Male,M,2008,24
Missouri,Lung and Bronchus,40-44 years,Male,M,2009,31
Missouri,Lung and Bronchus,40-44 years,Male,M,2010,19
Missouri,Lung and Bronchus,40-44 years,Male,M,2011,17
Missouri,Lung and Bronchus,40-44 years,Male,M,2012,21
Missouri,Lung and Bronchus,40-44 years,Male,M,2014,20
Missouri,Lung and Bronchus,40-44 years,Male,M,2015,20
Missouri,Lung and Bronchus,45-49 years,Female,F,2000,63
Missouri,Lung and Bronchus,45-49 years,Female,F,2001,62
Missouri,Lung and Bronchus,45-49 years,Female,F,2002,78
Missouri,Lung and Bronchus,45-49 years,Female,F,2003,81
Missouri,Lung and Bronchus,45-49 years,Female,F,2004,85
Missouri,Lung and Bronchus,45-49 years,Female,F,2005,76
Missouri,Lung and Bronchus,45-49 years,Female,F,2006,92
Missouri,Lung and Bronchus,45-49 years,Female,F,2007,79
Missouri,Lung and Bronchus,45-49 years,Female,F,2008,113
Missouri,Lung and Bronchus,45-49 years,Female,F,2009,95
Missouri,Lung and Bronchus,45-49 years,Female,F,2010,85
Missouri,Lung and Bronchus,45-49 years,Female,F,2011,78
Missouri,Lung and Bronchus,45-49 years,Female,F,2012,75
Missouri,Lung and Bronchus,45-49 years,Female,F,2013,71
Missouri,Lung and Bronchus,45-49 years,Female,F,2014,54
Missouri,Lung and Bronchus,45-49 years,Female,F,2015,61
Missouri,Lung and Bronchus,45-49 years,Male,M,2000,80
Missouri,Lung and Bronchus,45-49 years,Male,M,2001,86
Missouri,Lung and Bronchus,45-49 years,Male,M,2002,80
Missouri,Lung and Bronchus,45-49 years,Male,M,2003,95
Missouri,Lung and Bronchus,45-49 years,Male,M,2004,104
Missouri,Lung and Bronchus,45-49 years,Male,M,2005,97
Missouri,Lung and Bronchus,45-49 years,Male,M,2006,99
Missouri,Lung and Bronchus,45-49 years,Male,M,2007,89
Missouri,Lung and Bronchus,45-49 years,Male,M,2008,102
Missouri,Lung and Bronchus,45-49 years,Male,M,2009,83
Missouri,Lung and Bronchus,45-49 years,Male,M,2010,81
Missouri,Lung and Bronchus,45-49 years,Male,M,2011,86
Missouri,Lung and Bronchus,45-49 years,Male,M,2012,76
Missouri,Lung and Bronchus,45-49 years,Male,M,2013,63
Missouri,Lung and Bronchus,45-49 years,Male,M,2014,57
Missouri,Lung and Bronchus,45-49 years,Male,M,2015,46
Missouri,Lung and Bronchus,50-54 years,Female,F,2000,109
Missouri,Lung and Bronchus,50-54 years,Female,F,2001,127
Missouri,Lung and Bronchus,50-54 years,Female,F,2002,121
Missouri,Lung and Bronchus,50-54 years,Female,F,2003,115
Missouri,Lung and Bronchus,50-54 years,Female,F,2004,99
Missouri,Lung and Bronchus,50-54 years,Female,F,2005,122
Missouri,Lung and Bronchus,50-54 years,Female,F,2006,126
Missouri,Lung and Bronchus,50-54 years,Female,F,2007,119
Missouri,Lung and Bronchus,50-54 years,Female,F,2008,161
Missouri,Lung and Bronchus,50-54 years,Female,F,2009,153
Missouri,Lung and Bronchus,50-54 years,Female,F,2010,154
Missouri,Lung and Bronchus,50-54 years,Female,F,2011,149
Missouri,Lung and Bronchus,50-54 years,Female,F,2012,157
Missouri,Lung and Bronchus,50-54 years,Female,F,2013,202
Missouri,Lung and Bronchus,50-54 years,Female,F,2014,173
Missouri,Lung and Bronchus,50-54 years,Female,F,2015,189
Missouri,Lung and Bronchus,50-54 years,Male,M,2000,151
Missouri,Lung and Bronchus,50-54 years,Male,M,2001,147
Missouri,Lung and Bronchus,50-54 years,Male,M,2002,174
Missouri,Lung and Bronchus,50-54 years,Male,M,2003,163
Missouri,Lung and Bronchus,50-54 years,Male,M,2004,169
Missouri,Lung and Bronchus,50-54 years,Male,M,2005,179
Missouri,Lung and Bronchus,50-54 years,Male,M,2006,176
Missouri,Lung and Bronchus,50-54 years,Male,M,2007,186
Missouri,Lung and Bronchus,50-54 years,Male,M,2008,186
Missouri,Lung and Bronchus,50-54 years,Male,M,2009,190
Missouri,Lung and Bronchus,50-54 years,Male,M,2010,182
Missouri,Lung and Bronchus,50-54 years,Male,M,2011,182
Missouri,Lung and Bronchus,50-54 years,Male,M,2012,184
Missouri,Lung and Bronchus,50-54 years,Male,M,2013,182
Missouri,Lung and Bronchus,50-54 years,Male,M,2014,154
Missouri,Lung and Bronchus,50-54 years,Male,M,2015,156
Missouri,Lung and Bronchus,55-59 years,Female,F,2000,185
Missouri,Lung and Bronchus,55-59 years,Female,F,2001,174
Missouri,Lung and Bronchus,55-59 years,Female,F,2002,208
Missouri,Lung and Bronchus,55-59 years,Female,F,2003,201
Missouri,Lung and Bronchus,55-59 years,Female,F,2004,183
Missouri,Lung and Bronchus,55-59 years,Female,F,2005,211
Missouri,Lung and Bronchus,55-59 years,Female,F,2006,204
Missouri,Lung and Bronchus,55-59 years,Female,F,2007,201
Missouri,Lung and Bronchus,55-59 years,Female,F,2008,226
Missouri,Lung and Bronchus,55-59 years,Female,F,2009,231
Missouri,Lung and Bronchus,55-59 years,Female,F,2010,228
Missouri,Lung and Bronchus,55-59 years,Female,F,2011,218
Missouri,Lung and Bronchus,55-59 years,Female,F,2012,240
Missouri,Lung and Bronchus,55-59 years,Female,F,2013,272
Missouri,Lung and Bronchus,55-59 years,Female,F,2014,260
Missouri,Lung and Bronchus,55-59 years,Female,F,2015,254
Missouri,Lung and Bronchus,55-59 years,Male,M,2000,277
Missouri,Lung and Bronchus,55-59 years,Male,M,2001,247
Missouri,Lung and Bronchus,55-59 years,Male,M,2002,261
Missouri,Lung and Bronchus,55-59 years,Male,M,2003,254
Missouri,Lung and Bronchus,55-59 years,Male,M,2004,228
Missouri,Lung and Bronchus,55-59 years,Male,M,2005,269
Missouri,Lung and Bronchus,55-59 years,Male,M,2006,313
Missouri,Lung and Bronchus,55-59 years,Male,M,2007,257
Missouri,Lung and Bronchus,55-59 years,Male,M,2008,257
Missouri,Lung and Bronchus,55-59 years,Male,M,2009,262
Missouri,Lung and Bronchus,55-59 years,Male,M,2010,275
Missouri,Lung and Bronchus,55-59 years,Male,M,2011,276
Missouri,Lung and Bronchus,55-59 years,Male,M,2012,303
Missouri,Lung and Bronchus,55-59 years,Male,M,2013,292
Missouri,Lung and Bronchus,55-59 years,Male,M,2014,294
Missouri,Lung and Bronchus,55-59 years,Male,M,2015,325
Missouri,Lung and Bronchus,60-64 years ,Female,F,2000,247
Missouri,Lung and Bronchus,60-64 years ,Female,F,2001,244
Missouri,Lung and Bronchus,60-64 years ,Female,F,2002,241
Missouri,Lung and Bronchus,60-64 years ,Female,F,2003,283
Missouri,Lung and Bronchus,60-64 years ,Female,F,2004,291
Missouri,Lung and Bronchus,60-64 years ,Female,F,2005,295
Missouri,Lung and Bronchus,60-64 years ,Female,F,2006,265
Missouri,Lung and Bronchus,60-64 years ,Female,F,2007,276
Missouri,Lung and Bronchus,60-64 years ,Female,F,2008,301
Missouri,Lung and Bronchus,60-64 years ,Female,F,2009,280
Missouri,Lung and Bronchus,60-64 years ,Female,F,2010,306
Missouri,Lung and Bronchus,60-64 years ,Female,F,2011,278
Missouri,Lung and Bronchus,60-64 years ,Female,F,2012,329
Missouri,Lung and Bronchus,60-64 years ,Female,F,2013,304
Missouri,Lung and Bronchus,60-64 years ,Female,F,2014,344
Missouri,Lung and Bronchus,60-64 years ,Female,F,2015,325
Missouri,Lung and Bronchus,60-64 years ,Male,M,2000,368
Missouri,Lung and Bronchus,60-64 years ,Male,M,2001,347
Missouri,Lung and Bronchus,60-64 years ,Male,M,2002,371
Missouri,Lung and Bronchus,60-64 years ,Male,M,2003,392
Missouri,Lung and Bronchus,60-64 years ,Male,M,2004,371
Missouri,Lung and Bronchus,60-64 years ,Male,M,2005,405
Missouri,Lung and Bronchus,60-64 years ,Male,M,2006,371
Missouri,Lung and Bronchus,60-64 years ,Male,M,2007,382
Missouri,Lung and Bronchus,60-64 years ,Male,M,2008,393
Missouri,Lung and Bronchus,60-64 years ,Male,M,2009,369
Missouri,Lung and Bronchus,60-64 years ,Male,M,2010,377
Missouri,Lung and Bronchus,60-64 years ,Male,M,2011,382
Missouri,Lung and Bronchus,60-64 years ,Male,M,2012,395
Missouri,Lung and Bronchus,60-64 years ,Male,M,2013,401
Missouri,Lung and Bronchus,60-64 years ,Male,M,2014,371
Missouri,Lung and Bronchus,60-64 years ,Male,M,2015,370
Montana,Liver,55-59 years,Male,M,2013,18
Montana,Liver,60-64 years ,Male,M,2014,17
Montana,Lung and Bronchus,50-54 years,Female,F,2003,17
Montana,Lung and Bronchus,50-54 years,Female,F,2004,18
Montana,Lung and Bronchus,50-54 years,Female,F,2006,18
Montana,Lung and Bronchus,50-54 years,Female,F,2007,21
Montana,Lung and Bronchus,50-54 years,Female,F,2008,19
Montana,Lung and Bronchus,50-54 years,Female,F,2009,18
Montana,Lung and Bronchus,50-54 years,Female,F,2010,17
Montana,Lung and Bronchus,50-54 years,Female,F,2012,19
Montana,Lung and Bronchus,50-54 years,Female,F,2013,25
Montana,Lung and Bronchus,50-54 years,Male,M,2000,22
Montana,Lung and Bronchus,50-54 years,Male,M,2001,17
Montana,Lung and Bronchus,50-54 years,Male,M,2002,18
Montana,Lung and Bronchus,50-54 years,Male,M,2004,16
Montana,Lung and Bronchus,50-54 years,Male,M,2005,19
Montana,Lung and Bronchus,50-54 years,Male,M,2007,16
Montana,Lung and Bronchus,50-54 years,Male,M,2008,19
Montana,Lung and Bronchus,50-54 years,Male,M,2009,16
Montana,Lung and Bronchus,50-54 years,Male,M,2010,20
Montana,Lung and Bronchus,50-54 years,Male,M,2011,18
Montana,Lung and Bronchus,55-59 years,Female,F,2000,37
Montana,Lung and Bronchus,55-59 years,Female,F,2001,26
Montana,Lung and Bronchus,55-59 years,Female,F,2002,18
Montana,Lung and Bronchus,55-59 years,Female,F,2003,20
Montana,Lung and Bronchus,55-59 years,Female,F,2004,23
Montana,Lung and Bronchus,55-59 years,Female,F,2005,39
Montana,Lung and Bronchus,55-59 years,Female,F,2006,27
Montana,Lung and Bronchus,55-59 years,Female,F,2007,33
Montana,Lung and Bronchus,55-59 years,Female,F,2008,33
Montana,Lung and Bronchus,55-59 years,Female,F,2009,25
Montana,Lung and Bronchus,55-59 years,Female,F,2010,23
Montana,Lung and Bronchus,55-59 years,Female,F,2011,33
Montana,Lung and Bronchus,55-59 years,Female,F,2012,20
Montana,Lung and Bronchus,55-59 years,Female,F,2013,34
Montana,Lung and Bronchus,55-59 years,Female,F,2014,24
Montana,Lung and Bronchus,55-59 years,Female,F,2015,46
Montana,Lung and Bronchus,55-59 years,Male,M,2000,26
Montana,Lung and Bronchus,55-59 years,Male,M,2001,29
Montana,Lung and Bronchus,55-59 years,Male,M,2002,25
Montana,Lung and Bronchus,55-59 years,Male,M,2003,36
Montana,Lung and Bronchus,55-59 years,Male,M,2004,24
Montana,Lung and Bronchus,55-59 years,Male,M,2005,24
Montana,Lung and Bronchus,55-59 years,Male,M,2006,35
Montana,Lung and Bronchus,55-59 years,Male,M,2007,35
Montana,Lung and Bronchus,55-59 years,Male,M,2008,25
Montana,Lung and Bronchus,55-59 years,Male,M,2009,34
Montana,Lung and Bronchus,55-59 years,Male,M,2010,35
Montana,Lung and Bronchus,55-59 years,Male,M,2011,28
Montana,Lung and Bronchus,55-59 years,Male,M,2012,30
Montana,Lung and Bronchus,55-59 years,Male,M,2013,27
Montana,Lung and Bronchus,55-59 years,Male,M,2014,29
Montana,Lung and Bronchus,55-59 years,Male,M,2015,35
Montana,Lung and Bronchus,60-64 years ,Female,F,2000,35
Montana,Lung and Bronchus,60-64 years ,Female,F,2001,46
Montana,Lung and Bronchus,60-64 years ,Female,F,2002,40
Montana,Lung and Bronchus,60-64 years ,Female,F,2003,25
Montana,Lung and Bronchus,60-64 years ,Female,F,2004,33
Montana,Lung and Bronchus,60-64 years ,Female,F,2005,35
Montana,Lung and Bronchus,60-64 years ,Female,F,2006,39
Montana,Lung and Bronchus,60-64 years ,Female,F,2007,44
Montana,Lung and Bronchus,60-64 years ,Female,F,2008,37
Montana,Lung and Bronchus,60-64 years ,Female,F,2009,32
Montana,Lung and Bronchus,60-64 years ,Female,F,2010,32
Montana,Lung and Bronchus,60-64 years ,Female,F,2011,54
Montana,Lung and Bronchus,60-64 years ,Female,F,2012,44
Montana,Lung and Bronchus,60-64 years ,Female,F,2013,39
Montana,Lung and Bronchus,60-64 years ,Female,F,2014,43
Montana,Lung and Bronchus,60-64 years ,Female,F,2015,34
Montana,Lung and Bronchus,60-64 years ,Male,M,2000,50
Montana,Lung and Bronchus,60-64 years ,Male,M,2001,34
Montana,Lung and Bronchus,60-64 years ,Male,M,2002,52
Montana,Lung and Bronchus,60-64 years ,Male,M,2003,46
Montana,Lung and Bronchus,60-64 years ,Male,M,2004,38
Montana,Lung and Bronchus,60-64 years ,Male,M,2005,38
Montana,Lung and Bronchus,60-64 years ,Male,M,2006,43
Montana,Lung and Bronchus,60-64 years ,Male,M,2007,46
Montana,Lung and Bronchus,60-64 years ,Male,M,2008,51
Montana,Lung and Bronchus,60-64 years ,Male,M,2009,48
Montana,Lung and Bronchus,60-64 years ,Male,M,2010,28
Montana,Lung and Bronchus,60-64 years ,Male,M,2011,45
Montana,Lung and Bronchus,60-64 years ,Male,M,2012,41
Montana,Lung and Bronchus,60-64 years ,Male,M,2013,42
Montana,Lung and Bronchus,60-64 years ,Male,M,2014,46
Montana,Lung and Bronchus,60-64 years ,Male,M,2015,36
Nebraska,Tongue,60-64 years ,Male,M,2015,16
Nebraska,Liver,55-59 years,Male,M,2007,16
Nebraska,Liver,55-59 years,Male,M,2010,16
Nebraska,Liver,55-59 years,Male,M,2012,16
Nebraska,Liver,55-59 years,Male,M,2015,16
Nebraska,Liver,60-64 years ,Male,M,2013,16
Nebraska,Liver,60-64 years ,Male,M,2014,18
Nebraska,Liver,60-64 years ,Male,M,2015,20
Nebraska,Lung and Bronchus,45-49 years,Female,F,2003,26
Nebraska,Lung and Bronchus,45-49 years,Female,F,2004,26
Nebraska,Lung and Bronchus,45-49 years,Female,F,2006,16
Nebraska,Lung and Bronchus,45-49 years,Female,F,2007,16
Nebraska,Lung and Bronchus,45-49 years,Female,F,2008,24
Nebraska,Lung and Bronchus,45-49 years,Female,F,2009,17
Nebraska,Lung and Bronchus,45-49 years,Female,F,2010,21
Nebraska,Lung and Bronchus,45-49 years,Female,F,2012,16
Nebraska,Lung and Bronchus,45-49 years,Female,F,2014,17
Nebraska,Lung and Bronchus,45-49 years,Male,M,2000,19
Nebraska,Lung and Bronchus,45-49 years,Male,M,2001,25
Nebraska,Lung and Bronchus,45-49 years,Male,M,2002,27
Nebraska,Lung and Bronchus,45-49 years,Male,M,2003,21
Nebraska,Lung and Bronchus,45-49 years,Male,M,2004,20
Nebraska,Lung and Bronchus,45-49 years,Male,M,2006,18
Nebraska,Lung and Bronchus,45-49 years,Male,M,2007,17
Nebraska,Lung and Bronchus,50-54 years,Female,F,2000,29
Nebraska,Lung and Bronchus,50-54 years,Female,F,2001,28
Nebraska,Lung and Bronchus,50-54 years,Female,F,2002,25
Nebraska,Lung and Bronchus,50-54 years,Female,F,2003,20
Nebraska,Lung and Bronchus,50-54 years,Female,F,2004,21
Nebraska,Lung and Bronchus,50-54 years,Female,F,2005,23
Nebraska,Lung and Bronchus,50-54 years,Female,F,2006,21
Nebraska,Lung and Bronchus,50-54 years,Female,F,2007,34
Nebraska,Lung and Bronchus,50-54 years,Female,F,2008,34
Nebraska,Lung and Bronchus,50-54 years,Female,F,2009,35
Nebraska,Lung and Bronchus,50-54 years,Female,F,2010,23
Nebraska,Lung and Bronchus,50-54 years,Female,F,2011,28
Nebraska,Lung and Bronchus,50-54 years,Female,F,2012,30
Nebraska,Lung and Bronchus,50-54 years,Female,F,2013,35
Nebraska,Lung and Bronchus,50-54 years,Female,F,2014,35
Nebraska,Lung and Bronchus,50-54 years,Female,F,2015,35
Nebraska,Lung and Bronchus,50-54 years,Male,M,2000,32
Nebraska,Lung and Bronchus,50-54 years,Male,M,2001,26
Nebraska,Lung and Bronchus,50-54 years,Male,M,2002,33
Nebraska,Lung and Bronchus,50-54 years,Male,M,2003,31
Nebraska,Lung and Bronchus,50-54 years,Male,M,2004,35
Nebraska,Lung and Bronchus,50-54 years,Male,M,2005,30
Nebraska,Lung and Bronchus,50-54 years,Male,M,2006,31
Nebraska,Lung and Bronchus,50-54 years,Male,M,2007,34
Nebraska,Lung and Bronchus,50-54 years,Male,M,2008,47
Nebraska,Lung and Bronchus,50-54 years,Male,M,2009,39
Nebraska,Lung and Bronchus,50-54 years,Male,M,2010,36
Nebraska,Lung and Bronchus,50-54 years,Male,M,2011,40
Nebraska,Lung and Bronchus,50-54 years,Male,M,2012,26
Nebraska,Lung and Bronchus,50-54 years,Male,M,2013,28
Nebraska,Lung and Bronchus,50-54 years,Male,M,2014,25
Nebraska,Lung and Bronchus,50-54 years,Male,M,2015,28
Nebraska,Lung and Bronchus,55-59 years,Female,F,2000,35
Nebraska,Lung and Bronchus,55-59 years,Female,F,2001,38
Nebraska,Lung and Bronchus,55-59 years,Female,F,2002,27
Nebraska,Lung and Bronchus,55-59 years,Female,F,2003,43
Nebraska,Lung and Bronchus,55-59 years,Female,F,2004,49
Nebraska,Lung and Bronchus,55-59 years,Female,F,2005,56
Nebraska,Lung and Bronchus,55-59 years,Female,F,2006,43
Nebraska,Lung and Bronchus,55-59 years,Female,F,2007,54
Nebraska,Lung and Bronchus,55-59 years,Female,F,2008,46
Nebraska,Lung and Bronchus,55-59 years,Female,F,2009,47
Nebraska,Lung and Bronchus,55-59 years,Female,F,2010,41
Nebraska,Lung and Bronchus,55-59 years,Female,F,2011,54
Nebraska,Lung and Bronchus,55-59 years,Female,F,2012,40
Nebraska,Lung and Bronchus,55-59 years,Female,F,2013,58
Nebraska,Lung and Bronchus,55-59 years,Female,F,2014,56
Nebraska,Lung and Bronchus,55-59 years,Female,F,2015,59
Nebraska,Lung and Bronchus,55-59 years,Male,M,2000,48
Nebraska,Lung and Bronchus,55-59 years,Male,M,2001,54
Nebraska,Lung and Bronchus,55-59 years,Male,M,2002,62
Nebraska,Lung and Bronchus,55-59 years,Male,M,2003,47
Nebraska,Lung and Bronchus,55-59 years,Male,M,2004,46
Nebraska,Lung and Bronchus,55-59 years,Male,M,2005,56
Nebraska,Lung and Bronchus,55-59 years,Male,M,2006,67
Nebraska,Lung and Bronchus,55-59 years,Male,M,2007,56
Nebraska,Lung and Bronchus,55-59 years,Male,M,2008,44
Nebraska,Lung and Bronchus,55-59 years,Male,M,2009,66
Nebraska,Lung and Bronchus,55-59 years,Male,M,2010,57
Nebraska,Lung and Bronchus,55-59 years,Male,M,2011,49
Nebraska,Lung and Bronchus,55-59 years,Male,M,2012,72
Nebraska,Lung and Bronchus,55-59 years,Male,M,2013,75
Nebraska,Lung and Bronchus,55-59 years,Male,M,2014,63
Nebraska,Lung and Bronchus,55-59 years,Male,M,2015,60
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2000,46
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2001,49
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2002,55
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2003,60
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2004,57
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2005,75
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2006,60
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2007,71
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2008,70
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2009,53
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2010,54
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2011,56
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2012,72
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2013,80
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2014,62
Nebraska,Lung and Bronchus,60-64 years ,Female,F,2015,73
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2000,65
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2001,78
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2002,50
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2003,78
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2004,82
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2005,77
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2006,80
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2007,96
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2008,76
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2009,71
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2010,90
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2011,85
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2012,86
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2013,79
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2014,82
Nebraska,Lung and Bronchus,60-64 years ,Male,M,2015,82
Nevada,Tongue,55-59 years,Male,M,2013,17
Nevada,Tongue,60-64 years ,Male,M,2008,16
Nevada,Tongue,60-64 years ,Male,M,2011,17
Nevada,Tongue,60-64 years ,Male,M,2014,17
Nevada,Liver,50-54 years,Male,M,2003,17
Nevada,Liver,50-54 years,Male,M,2004,18
Nevada,Liver,50-54 years,Male,M,2005,17
Nevada,Liver,50-54 years,Male,M,2006,19
Nevada,Liver,50-54 years,Male,M,2007,20
Nevada,Liver,50-54 years,Male,M,2009,20
Nevada,Liver,50-54 years,Male,M,2011,16
Nevada,Liver,50-54 years,Male,M,2012,17
Nevada,Liver,55-59 years,Male,M,2006,21
Nevada,Liver,55-59 years,Male,M,2007,27
Nevada,Liver,55-59 years,Male,M,2008,26
Nevada,Liver,55-59 years,Male,M,2009,30
Nevada,Liver,55-59 years,Male,M,2010,24
Nevada,Liver,55-59 years,Male,M,2011,18
Nevada,Liver,55-59 years,Male,M,2012,33
Nevada,Liver,55-59 years,Male,M,2013,34
Nevada,Liver,55-59 years,Male,M,2014,19
Nevada,Liver,55-59 years,Male,M,2015,22
Nevada,Liver,60-64 years ,Male,M,2006,17
Nevada,Liver,60-64 years ,Male,M,2008,17
Nevada,Liver,60-64 years ,Male,M,2010,22
Nevada,Liver,60-64 years ,Male,M,2011,27
Nevada,Liver,60-64 years ,Male,M,2012,30
Nevada,Liver,60-64 years ,Male,M,2013,30
Nevada,Liver,60-64 years ,Male,M,2014,36
Nevada,Liver,60-64 years ,Male,M,2015,26
Nevada,Lung and Bronchus,45-49 years,Female,F,2000,21
Nevada,Lung and Bronchus,45-49 years,Female,F,2001,16
Nevada,Lung and Bronchus,45-49 years,Female,F,2002,22
Nevada,Lung and Bronchus,45-49 years,Female,F,2003,19
Nevada,Lung and Bronchus,45-49 years,Female,F,2004,25
Nevada,Lung and Bronchus,45-49 years,Female,F,2005,20
Nevada,Lung and Bronchus,45-49 years,Female,F,2006,18
Nevada,Lung and Bronchus,45-49 years,Female,F,2007,27
Nevada,Lung and Bronchus,45-49 years,Female,F,2008,21
Nevada,Lung and Bronchus,45-49 years,Female,F,2009,21
Nevada,Lung and Bronchus,45-49 years,Female,F,2010,19
Nevada,Lung and Bronchus,45-49 years,Female,F,2013,17
Nevada,Lung and Bronchus,45-49 years,Male,M,2000,24
Nevada,Lung and Bronchus,45-49 years,Male,M,2001,21
Nevada,Lung and Bronchus,45-49 years,Male,M,2002,30
Nevada,Lung and Bronchus,45-49 years,Male,M,2003,20
Nevada,Lung and Bronchus,45-49 years,Male,M,2005,21
Nevada,Lung and Bronchus,45-49 years,Male,M,2007,22
Nevada,Lung and Bronchus,45-49 years,Male,M,2008,22
Nevada,Lung and Bronchus,45-49 years,Male,M,2009,17
Nevada,Lung and Bronchus,45-49 years,Male,M,2010,17
Nevada,Lung and Bronchus,50-54 years,Female,F,2000,64
Nevada,Lung and Bronchus,50-54 years,Female,F,2001,33
Nevada,Lung and Bronchus,50-54 years,Female,F,2002,40
Nevada,Lung and Bronchus,50-54 years,Female,F,2003,34
Nevada,Lung and Bronchus,50-54 years,Female,F,2004,33
Nevada,Lung and Bronchus,50-54 years,Female,F,2005,34
Nevada,Lung and Bronchus,50-54 years,Female,F,2006,50
Nevada,Lung and Bronchus,50-54 years,Female,F,2007,42
Nevada,Lung and Bronchus,50-54 years,Female,F,2008,40
Nevada,Lung and Bronchus,50-54 years,Female,F,2009,39
Nevada,Lung and Bronchus,50-54 years,Female,F,2010,41
Nevada,Lung and Bronchus,50-54 years,Female,F,2011,37
Nevada,Lung and Bronchus,50-54 years,Female,F,2012,41
Nevada,Lung and Bronchus,50-54 years,Female,F,2013,36
Nevada,Lung and Bronchus,50-54 years,Female,F,2014,36
Nevada,Lung and Bronchus,50-54 years,Female,F,2015,38
Nevada,Lung and Bronchus,50-54 years,Male,M,2000,39
Nevada,Lung and Bronchus,50-54 years,Male,M,2001,41
Nevada,Lung and Bronchus,50-54 years,Male,M,2002,36
Nevada,Lung and Bronchus,50-54 years,Male,M,2003,52
Nevada,Lung and Bronchus,50-54 years,Male,M,2004,55
Nevada,Lung and Bronchus,50-54 years,Male,M,2005,47
Nevada,Lung and Bronchus,50-54 years,Male,M,2006,47
Nevada,Lung and Bronchus,50-54 years,Male,M,2007,47
Nevada,Lung and Bronchus,50-54 years,Male,M,2008,39
Nevada,Lung and Bronchus,50-54 years,Male,M,2009,39
Nevada,Lung and Bronchus,50-54 years,Male,M,2010,53
Nevada,Lung and Bronchus,50-54 years,Male,M,2011,44
Nevada,Lung and Bronchus,50-54 years,Male,M,2012,38
Nevada,Lung and Bronchus,50-54 years,Male,M,2013,35
Nevada,Lung and Bronchus,50-54 years,Male,M,2014,22
Nevada,Lung and Bronchus,50-54 years,Male,M,2015,30
Nevada,Lung and Bronchus,55-59 years,Female,F,2000,71
Nevada,Lung and Bronchus,55-59 years,Female,F,2001,82
Nevada,Lung and Bronchus,55-59 years,Female,F,2002,97
Nevada,Lung and Bronchus,55-59 years,Female,F,2003,86
Nevada,Lung and Bronchus,55-59 years,Female,F,2004,87
Nevada,Lung and Bronchus,55-59 years,Female,F,2005,79
Nevada,Lung and Bronchus,55-59 years,Female,F,2006,83
Nevada,Lung and Bronchus,55-59 years,Female,F,2007,71
Nevada,Lung and Bronchus,55-59 years,Female,F,2008,66
Nevada,Lung and Bronchus,55-59 years,Female,F,2009,66
Nevada,Lung and Bronchus,55-59 years,Female,F,2010,53
Nevada,Lung and Bronchus,55-59 years,Female,F,2011,64
Nevada,Lung and Bronchus,55-59 years,Female,F,2012,72
Nevada,Lung and Bronchus,55-59 years,Female,F,2013,63
Nevada,Lung and Bronchus,55-59 years,Female,F,2014,88
